۱۰۸,sattarkhan,۱۳۹۳,۲,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۲۵,sattarkhan,۱۳۸۸,۳,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۱۱۰,sattarkhan,۱۳۹۰,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۴۰,sattarkhan,۱۴۰۳,۳,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳ از ۵
۱۰۲,sattarkhan,۱۳۸۵,۲,۹٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۶۰,sattarkhan,۱۳۷۵,۱,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲ از ۴
۱۳۰,sattarkhan,۱۴۰۰,۳,۱۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۶ از ۶
۵۳,sattarkhan,۱۳۸۵,۲,۶٬۱۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۵
۶۵,sattarkhan,۱۳۸۰,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۱ از ۴
۷۵,sattarkhan,۱۴۰۰,۲,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۴
۹۰,sattarkhan,۱۴۰۳,۲,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱ از ۴
۹۵,sattarkhan,۱۴۰۲,۲,۹٬۵۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۴۷,sattarkhan,۱۳۸۸,۱,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱ از ۴
۶۳,sattarkhan,۱۴۰۳,۱,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۱۰۰,sattarkhan,۱۳۹۶,۲,۱۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۶
۶۰,tehransar,۱۳۹۴,۱,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۴۷,tehransar,۱۳۹۶,۱,۱٬۱۷۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۲ از ۵
۶۶,tehransar,۱۳۹۰,۱,۴٬۸۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۴
۶۰,tehransar,۱۳۹۹,۱,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۱۰۸,tehransar,۱۳۹۵,۲,۸٬۸۸۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴
۷۹,sattarkhan,۱۳۸۳,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۱ از ۴
۵۲,tehransar,۱۳۸۵,۱,۳٬۴۰۰٬۰۰۰٬۰۰۰ تومان,false,true,true,۳ از ۴
۱۰۷,tehransar,۱۳۹۴,۲,۸٬۹۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۳۰,tehransar,۱۴۰۲,۲,۱۱٬۰۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۹۴,tehransar,۱۳۹۳,۲,۶٬۹۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۱۲۳,tehransar,۱۳۹۸,۳,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۲۰,tehransar,۱۴۰۱,۲,۱۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۳
۹۶,tehransar,۱۳۹۰,۲,۷٬۲۵۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۴ از ۵
۶۹,tehransar,۱۳۹۸,۲,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲
۷۸,tehransar,۱۳۹۳,۲,۵٬۸۷۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۲ از ۵
۶۳,khani-abad-no,۱۳۸۳,۱,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۳
۶۴,khani-abad-no,۱۳۸۵,۱,۲٬۸۵۰٬۰۰۰٬۰۰۰ تومان,false,false,false,۴ از ۴
۶۸,khani-abad-no,۱۳۸۹,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۱
۱۱۴,tehransar,۱۳۹۸,۳,۹٬۴۶۲٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۱۲۵,khani-abad-no,۱۳۹۵,۳,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,true,۵
۴۴,khani-abad-no,۱۳۸۰,۱,۲٬۴۷۰٬۰۰۰٬۰۰۰ تومان,false,false,true,۲ از ۴
۹۸,tehransar,۱۳۹۲,۳,۷٬۴۴۸٬۰۰۰٬۰۰۰ تومان,true,true,true,۵ از ۵
۷۵,khani-abad-no,۱۳۹۳,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,true,true,false,۲ از ۵
۷۲,khani-abad-no,۱۳۸۴,۲,۳٬۰۲۵٬۰۰۰٬۰۰۰ تومان,false,false,true,۴ از ۴
